xi,plan,J_dc,V_pen,J_ac,feasible_dc,ac_ok,notes
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5745.json,open(131); open(141); open(S7:150),0,11836.93526657779,11836.93526657779,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5745.json,open(131),0,11819.710195017971,11819.710195017971,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5745.json,open(131); open(S6:138),0,11823.236354907809,11823.236354907809,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5745.json,open(131); open(147); open(S7:150),0,12341.282407198809,12341.282407198809,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5745.json,open(S6:135); open(S7:150); open(S1:34),0,12371.870751397306,12371.870751397306,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5745.json,open(S6:135); open(S7:150); open(S9:5),0,11846.962891960316,11846.962891960316,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5206.json,open(105); open(128); open(S6:136),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5206.json,open(3); open(131); open(S7:150),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5206.json,open(2); open(128); open(S6:136),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5206.json,open(128); open(S6:136),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5206.json,open(7); open(105); open(128),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5206.json,open(97); open(S7:150); open(131),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5206.json,open(36); open(131); open(S6:135),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5206.json,open(3); open(143); open(S8:165),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5206.json,open(7); open(117),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5913.json,open(118); open(131); open(S7:150),0,14439.684200568181,14439.684200568181,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5913.json,open(118); open(131); open(149),0,14472.878275313758,14472.878275313758,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5913.json,open(118); open(S1:41); open(128),0,14914.832075093676,14914.832075093676,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5913.json,open(118); open(131),0,14298.684339012509,14298.684339012509,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4243.json,open(105); open(128); open(S6:136),0,11927.690442734924,11927.690442734924,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4243.json,open(34); open(15); open(70),0,14950.876193134012,14950.876193134012,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8138.json,open(131); open(149); open(S7:150),0,12342.303338192181,12342.303338192181,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8138.json,open(131); open(S7:149),0,12342.267142784976,12342.267142784976,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8138.json,open(131),0,12342.303504679201,12342.303504679201,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8138.json,open(131); open(149),0,12342.267142784976,12342.267142784976,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8138.json,open(131); open(141); open(S7:149),0,12518.652565825878,12518.652565825878,1,1,DC PF success | AC OK
