xi,chosen,rejected,best_V,worst_V,delta_V,rel_V
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2976.json,open(105); open(128); open(S6:135),open(105); open(128); open(S6:136),14593.713628868412,14594.188178219136,0.47454935072346416,1.000032517381305
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4541.json,open(125); open(131); open(S7:150),open(S1:34); open(S2:15); open(S3:70),11905.037367389787,14951.905324466648,3046.867957076862,1.2559309864430015
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4541.json,open(125); open(131); open(S7:150),open(125); open(131); open(141),11905.037367389787,11919.24530986184,14.207942472054128,1.001193439552821
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4541.json,open(125); open(131); open(141),open(S1:34); open(S2:15); open(S3:70),11919.24530986184,14951.905324466648,3032.6600146048077,1.254433895415813
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7547.json,open(105); open(128); open(S130:129),open(105); open(128); open(S1:41),11916.95009560464,12030.051224241146,113.10112863650647,1.0094907780706595
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7547.json,open(105); open(128); open(S130:129),open(105); open(128); open(S6:136),11916.95009560464,11917.054518489816,0.10442288517697307,1.0000087625511846
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7547.json,open(105); open(128); open(S6:136),open(105); open(128); open(S1:41),11917.054518489816,12030.051224241146,112.9967057513295,1.0094819324335564
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7349.json,open(S1:41); open(128); open(S6:136),open(118); open(131); open(149),11923.44956609461,14213.197310072295,2289.747743977685,1.192037357250102
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7349.json,open(S1:41); open(128); open(S6:136),open(118); open(131); open(S7:149),11923.44956609461,14213.197310072295,2289.747743977685,1.192037357250102
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7349.json,open(S1:41); open(128); open(S6:136),open(118); open(131); open(S6:135),11923.44956609461,14198.802970145432,2275.353404050822,1.1908301277610962
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7349.json,open(118); open(131); open(S6:135),open(118); open(131); open(149),14198.802970145432,14213.197310072295,14.394339926862813,1.0010137713691167
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_1932.json,open(3); open(131); open(S7:150),open(105); open(128); open(S6:136),11727.621168841208,11871.623177169706,144.00200832849805,1.0122788761894095
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6334.json,open(105); open(128),open(105); open(128); open(S6:136),11775.167835515915,11775.752926115494,0.5850905995794164,1.0000496885146566
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_1810.json,open(132); open(147); open(S7:150),open(132); open(147); open(S8:164),12544.2662637502,12820.342367696898,276.0761039466979,1.022008150827003
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9170.json,open(131),open(S1:34); open(S2:15); open(S3:70),12705.28894524229,15654.028468383125,2948.7395231408354,1.2320875610030924
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9170.json,open(131),open(131); open(141); open(S7:149),12705.28894524229,13281.496697724237,576.207752481947,1.045351802305741
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9170.json,open(131),open(131); open(149); open(S7:150),12705.28894524229,13169.067206336227,463.77826109393754,1.0365027716483068
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9170.json,open(131),open(131); open(119),12705.28894524229,12725.924015243343,20.635070001053464,1.0016241322877415
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8534.json,open(S4:105); open(128); open(S6:136),open(118); open(131),13223.165203592996,16451.373862222266,3228.20865862927,1.244132823641355
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8534.json,open(S4:105); open(128); open(S6:136),open(118); open(S5:123); open(131),13223.165203592996,16424.918392254123,3201.753188661127,1.242132132463349
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8534.json,open(S4:105); open(128); open(S6:136),open(S1:34); open(S2:15); open(S3:70),13223.165203592996,16323.14865593086,3099.983452337863,1.234435810534647
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8534.json,open(S4:105); open(128); open(S6:136),open(S4:95); open(S6:135); open(S1:34),13223.165203592996,13833.462657575797,610.297453982801,1.0461536587183355
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6051.json,open(131); open(S6:135); open(149),open(131),11827.605035537637,11827.884644525117,0.27960898747915053,1.0000236403723863
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6051.json,open(131); open(S6:135); open(149),open(131); open(149); open(S7:150),11827.605035537637,11827.758631911198,0.1535963735605037,1.0000129862616396
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6051.json,open(131); open(S6:135); open(149),open(131); open(149),11827.605035537637,11827.708607092292,0.1035715546549909,1.0000087567647333
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6051.json,open(131); open(149),open(131),11827.708607092292,11827.884644525117,0.17603743282415962,1.000014883477322
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3281.json,open(125); open(131); open(141),open(34); open(15); open(70),11842.442560065901,14862.032817087662,3019.5902570217604,1.2549803591367352
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3281.json,open(125); open(131); open(141),open(S6:135); open(S8:160); open(S1:34),11842.442560065901,12815.302227246437,972.8596671805353,1.0821502542440975
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3281.json,open(125); open(131); open(141),open(S6:135); open(S8:160); open(S9:5),11842.442560065901,12290.378998181093,447.9364381151918,1.0378246663087636
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3281.json,open(S6:135); open(S8:160); open(S9:5),open(34); open(15); open(70),12290.378998181093,14862.032817087662,2571.6538189065686,1.2092412137402075
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6521.json,open(131),open(S1:34); open(S2:15); open(S4:95),14294.908808811517,14822.193120831978,527.2843120204616,1.0368861612950926
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6521.json,open(131),open(131); open(149); open(S7:150),14294.908808811517,14312.086889763956,17.178080952438904,1.0012016922375784
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6521.json,open(131),open(131); open(141); open(S7:150),14294.908808811517,14305.400824877239,10.492016065722055,1.0007339687301295
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6521.json,open(131); open(141); open(S7:150),open(S1:34); open(S2:15); open(S4:95),14305.400824877239,14822.193120831978,516.7922959547395,1.036125677447362
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4800.json,open(S1:34); open(S2:15); open(S3:70),open(119); open(S5:123); open(125),15086.725718930387,35158.57162277976,20071.845903849375,2.3304308885700626
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_350.json,open(105); open(128); open(S6:136),open(105); open(128); open(132),15868.3461950813,16381.647778590055,513.3015835087554,1.0323475160674187
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4534.json,open(118); open(S1:41); open(128),open(118); open(131); open(S7:151),14138.46056639447,14442.636226918381,304.1756605239116,1.0215140579906488
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4534.json,open(118); open(S1:41); open(128),open(118); open(131); open(149),14138.46056639447,14193.376451098013,54.91588470354327,1.0038841488042958
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4534.json,open(118); open(S1:41); open(128),open(118); open(131); open(S7:149),14138.46056639447,14193.376451098013,54.91588470354327,1.0038841488042958
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4534.json,open(118); open(S1:41); open(128),open(118); open(131),14138.46056639447,14184.819040018803,46.35847362433378,1.0032788911781898
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6688.json,open(131); open(S7:150),open(131); open(141); open(149),12136.49018676898,12850.509898987639,714.0197122186582,1.0588324714337158
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6688.json,open(131); open(S7:150),open(131); open(149); open(S7:150),12136.49018676898,12477.085086852012,340.59490008303146,1.0280637066270069
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6688.json,open(131); open(149); open(S7:150),open(131); open(141); open(149),12477.085086852012,12850.509898987639,373.4248121356268,1.029928850331327
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5364.json,open(131); open(149); open(S7:150),open(131); open(141); open(S7:150),13852.897824683272,13856.05154761384,3.1537229305686196,1.0002276579940517
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5364.json,open(131); open(149); open(S7:150),open(131),13852.897824683272,13853.010361771587,0.11253708831463882,1.000008123721819
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5364.json,open(131),open(131); open(141); open(S7:150),13853.010361771587,13856.05154761384,3.041185842253981,1.0002195324888117
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5745.json,open(131); open(149); open(S7:150),open(S6:135); open(S7:150); open(S1:34),11819.608127956413,12371.870751397306,552.2626234408926,1.0467242752434955
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5745.json,open(131); open(149); open(S7:150),open(131); open(141); open(S7:150),11819.608127956413,11836.93526657779,17.327138621376434,1.0014659655746447
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5745.json,open(131); open(149); open(S7:150),open(131); open(S7:150),11819.608127956413,11819.737817323232,0.12968936681863852,1.0000109723914206
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5745.json,open(131); open(149); open(S7:150),open(131),11819.608127956413,11819.710195017971,0.10206706155804568,1.0000086354014832
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5913.json,open(131); open(149); open(S7:150),open(118); open(131); open(149),12441.540219596372,14472.878275313758,2031.338055717386,1.1632706256511451
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5913.json,open(131); open(149); open(S7:150),open(118); open(131); open(S7:149),12441.540219596372,14472.878275313758,2031.338055717386,1.1632706256511451
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5913.json,open(131); open(149); open(S7:150),open(118); open(131); open(S7:150),12441.540219596372,14439.684200568181,1998.1439809718086,1.1606026219988888
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5913.json,open(118); open(131); open(S7:150),open(118); open(131); open(149),14439.684200568181,14472.878275313758,33.19407474557738,1.0022988089133051
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8138.json,open(131); open(149); open(S6:135),open(131); open(149); open(S7:150),12342.253281718862,12342.303338192181,0.05005647331927321,1.0000040556997314
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8138.json,open(131); open(149); open(S6:135),open(131); open(149),12342.253281718862,12342.267142784976,0.013861066114259302,1.0000011230579862
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8138.json,open(131); open(149),open(131); open(149); open(S7:150),12342.267142784976,12342.303338192181,0.03619540720501391,1.0000029326384519
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5685.json,open(105); open(128); open(S6:135),open(105); open(128); open(S6:136),12154.135738877721,12154.589596278138,0.453857400416382,1.0000373418077737
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8483.json,open(131),open(131); open(149); open(S7:150),12371.474422353482,12384.860722210184,13.386299856701953,1.001082029465503
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8483.json,open(131),open(131); open(141); open(S7:150),12371.474422353482,12378.872360631683,7.397938278201764,1.0005979835568213
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8483.json,open(131); open(141); open(S7:150),open(131); open(149); open(S7:150),12378.872360631683,12384.860722210184,5.988361578500189,1.0004837566301714
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6769.json,open(131); open(S7:186); open(186),open(131),11328.271098850873,11819.506404109547,491.2353052586732,1.0433636607892005
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6769.json,open(131); open(S7:186); open(186),open(131); open(149); open(S7:150),11328.271098850873,11819.342832984128,491.0717341332547,1.0433492215933169
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6769.json,open(131); open(149); open(S7:150),open(131),11819.342832984128,11819.506404109547,0.1635711254184571,1.000013839274123
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4499.json,open(131); open(149); open(S7:150),open(34); open(15); open(70),17068.018230989997,21732.401042391302,4664.382811401305,1.2732820382704007
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2628.json,open(105); open(128); open(S6:135),open(105); open(128); open(S6:136),11928.881004657855,11929.31018221699,0.42917755913549627,1.000035978023334
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2401.json,open(131); open(149),open(131),11818.726028376454,11818.88401742817,0.15798905171686783,1.0000133676888132
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2401.json,open(131); open(149),open(131); open(149); open(S7:150),11818.726028376454,11818.776033543023,0.050005166569462745,1.00000423101157
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2401.json,open(131); open(149),open(131); open(149); open(S7:153),11818.726028376454,11818.727701323714,0.0016729472608858487,1.0000001415505577
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2401.json,open(131); open(149); open(S7:153),open(131),11818.727701323714,11818.88401742817,0.15631610445598199,1.0000132261363834
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9980.json,open(105); open(128); open(S6:136),open(118); open(131); open(S7:150),13514.03559039042,14182.194181096982,668.1585907065619,1.0494418255921774
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9980.json,open(105); open(128); open(S6:136),open(118); open(131); open(S6:138),13514.03559039042,14181.757690083637,667.7220996932174,1.0494095265050227
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9980.json,open(118); open(131); open(S6:138),open(118); open(131); open(S7:150),14181.757690083637,14182.194181096982,0.4364910133444937,1.0000307783437627
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4364.json,open(105); open(128),open(41); open(128); open(S6:136),13530.898575181514,13599.678604956749,68.78002977523465,1.0050831827164377
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4364.json,open(105); open(128),open(105); open(128); open(S6:136),13530.898575181514,13531.406908456884,0.5083332753692957,1.000037568330924
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4364.json,open(105); open(128); open(S6:136),open(41); open(128); open(S6:136),13531.406908456884,13599.678604956749,68.27169649986536,1.005045424837324
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3054.json,open(131); open(149),open(S1:34); open(S2:15); open(S3:70),11819.088070818778,14853.326290045696,3034.238219226918,1.2567235476244927
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3054.json,open(131); open(149),open(118); open(131); open(S7:150),11819.088070818778,14191.308745425615,2372.220674606837,1.2007109736718038
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3054.json,open(131); open(149),open(131); open(S7:150),11819.088070818778,11819.436198581741,0.348127762963486,1.0000294547058857
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3054.json,open(131); open(149),open(131),11819.088070818778,11819.376227464423,0.28815664564535837,1.000024380615824
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8120.json,open(131); open(149),open(S3:70); open(S5:120); open(S1:34),15776.624462418533,19045.456042433303,3268.83158001477,1.2071946117372223
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8120.json,open(131); open(149),open(S3:70); open(S3:72); open(S5:120),15776.624462418533,18615.78942840972,2839.1649659911873,1.1799602299436331
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8120.json,open(131); open(149),open(S3:70); open(S3:72); open(S4:95),15776.624462418533,18390.317205232812,2613.692742814279,1.165668692250383
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8120.json,open(131); open(149),open(131),15776.624462418533,15776.77101757722,0.1465551586879883,1.0000092893862713
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9663.json,open(130),open(118); open(131); open(S7:150),12309.067081888013,14990.495380539143,2681.42829865113,1.2178417162578208
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9663.json,open(130),open(118); open(131); open(S6:135),12309.067081888013,14873.524511140651,2564.4574292526377,1.2083388945882072
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9663.json,open(130),open(130); open(141); open(S7:150),12309.067081888013,14092.049234220645,1782.9821523326318,1.144851119948495
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9663.json,open(130),open(131); open(149); open(S7:150),12309.067081888013,12986.175672453457,677.1085905654436,1.0550089284639421
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8778.json,open(118); open(S1:41); open(128),open(118); open(131); open(S7:149),14149.218669361479,14281.674252226321,132.45558286484265,1.0093613354885567
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7033.json,open(105); open(128); open(S6:136),open(S2:15); open(S1:34); open(S3:70),11847.664837092134,14815.975353818649,2968.310516726515,1.2505397103599236
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7033.json,open(105); open(128); open(S6:136),open(S2:15); open(S4:95); open(S4:96),11847.664837092134,13191.642309514069,1343.977472421935,1.1134381746024982
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7033.json,open(105); open(128); open(S6:136),open(S2:15); open(S4:95); open(S1:34),11847.664837092134,12331.76624855967,484.1014114675363,1.040860491761375
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7033.json,open(S2:15); open(S4:95); open(S1:34),open(S2:15); open(S1:34); open(S3:70),12331.76624855967,14815.975353818649,2484.2091052589785,1.2014479560500209
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_1204.json,open(131); open(149); open(S7:150),open(S5:120); open(S7:150); open(S1:34),11819.759206831823,12572.032881703168,752.2736748713451,1.0636454314937762
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_1204.json,open(131); open(149); open(S7:150),open(131); open(141); open(S7:149),11819.759206831823,12088.48537125253,268.7261644207065,1.0227353332431157
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_1204.json,open(131); open(149); open(S7:150),open(131); open(S7:150),11819.759206831823,11819.963353695919,0.20414686409640126,1.0000172716601519
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_1204.json,open(131); open(149); open(S7:150),open(131),11819.759206831823,11819.932241807064,0.173034975241535,1.0000146394670326
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_712.json,open(105); open(128); open(S6:135),open(105); open(128); open(S6:136),13331.283395091963,13331.519479297915,0.23608420595155621,1.000017709038129
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5940.json,open(131); open(S6:135); open(149),open(131); open(149); open(S7:150),12607.805706578156,12615.904275692228,8.098569114072234,1.0006423456470181
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5940.json,open(131); open(S6:135); open(149),open(131),12607.805706578156,12608.073291559802,0.26758498164599587,1.0000212237551778
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5940.json,open(131); open(S6:135); open(149),open(131); open(149),12607.805706578156,12607.901966333884,0.0962597557281697,1.0000076349333078
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5940.json,open(131); open(149),open(131); open(149); open(S7:150),12607.901966333884,12615.904275692228,8.002309358344064,1.0006347058677734
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9969.json,open(41); open(128); open(S6:136),open(118); open(149); open(S5:124),11982.562765949257,14263.454599834058,2280.8918338848016,1.19035091895086
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9315.json,open(105); open(128),open(105); open(128); open(S6:136),12539.489493586834,27648.248845487113,15108.759351900278,2.204894294909491
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9315.json,open(105); open(128),open(118); open(131); open(S7:150),12539.489493586834,14483.485174998092,1943.9956814112575,1.1550298903639968
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9315.json,open(118); open(131); open(S7:150),open(105); open(128); open(S6:136),14483.485174998092,27648.248845487113,13164.763670489021,1.9089499876186227
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5153.json,open(131); open(149),open(131),11695.543757834846,11695.7211051195,0.1773472846543882,1.0000151636630434
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5153.json,open(131); open(149),open(131); open(149); open(S7:150),11695.543757834846,11695.607456356327,0.06369852148054633,1.0000054463924721
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5153.json,open(131); open(149); open(S7:150),open(131),11695.607456356327,11695.7211051195,0.11364876317384187,1.0000097172176476
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9937.json,open(131); open(149),open(S2:15); open(S5:120); open(S1:34),11809.185813986403,12567.893911359699,758.7080973732955,1.0642472825243132
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9937.json,open(131); open(149),open(131); open(S7:150),11809.185813986403,11809.49546190706,0.3096479206560616,1.0000262209372885
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9937.json,open(131); open(149),open(131),11809.185813986403,11809.46888535145,0.28307136504736263,1.0000239704387335
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9937.json,open(131); open(149),open(131); open(149); open(S7:150),11809.185813986403,11809.268283952983,0.08246996657908312,1.0000069835438172
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6675.json,open(105); open(128),open(105); open(128); open(S6:136),15915.895369353666,15916.458988408865,0.5636190551995242,1.0000354123372968
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5238.json,open(105); open(128); open(S6:135),open(105); open(128); open(S6:136),13926.157129010857,13926.631311107765,0.4741820969084074,1.0000340497448446
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4724.json,open(131),open(131); open(149); open(S7:150),12476.346544267808,12949.778515497583,473.4319712297747,1.0379463627072214
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4724.json,open(131),open(131); open(S7:150),12476.346544267808,12619.356478681879,143.0099344140708,1.0114624849435412
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4724.json,open(131); open(S7:150),open(131); open(149); open(S7:150),12619.356478681879,12949.778515497583,330.4220368157039,1.026183746958404
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2377.json,open(131),open(41); open(128); open(S6:136),12597.406404408082,12694.149519785213,96.74311537713038,1.0076796058070554
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2377.json,open(131),open(105); open(128); open(S6:136),12597.406404408082,12621.090686215553,23.684281807471052,1.0018800919052022
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2377.json,open(131),open(105); open(128),12597.406404408082,12620.471540533437,23.06513612535491,1.0018309432421966
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2377.json,open(105); open(128),open(41); open(128); open(S6:136),12620.471540533437,12694.149519785213,73.67797925177547,1.005837973566609
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3673.json,open(118); open(131); open(S6:135),open(118); open(131); open(S7:149),14288.307713144814,14302.593986431048,14.286273286234064,1.0009998576159647
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6309.json,open(131); open(S7:149),open(131),12342.267142784976,12342.303504679201,0.036361894224683056,1.0000029461276283
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6309.json,open(131); open(S7:149),open(131); open(149); open(S7:150),12342.267142784976,12342.303338192181,0.03619540720501391,1.0000029326384519
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6309.json,open(131); open(149); open(S7:150),open(131),12342.303338192181,12342.303504679201,0.00016648701966914814,1.000000013489137
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9412.json,open(131),open(125); open(131); open(141),11787.12440042495,11801.73352241452,14.609121989571577,1.0012394135747855
