xi,plan,J_dc,V_pen,J_ac,feasible_dc,ac_ok,notes
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4534.json,open(118); open(131),0,14184.819040018803,14184.819040018803,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6688.json,open(131); open(149); open(S7:150),0,12477.085086852012,12477.085086852012,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6688.json,open(131); open(S7:150),0,12136.49018676898,12136.49018676898,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6688.json,open(131); open(141); open(149),0,12850.509898987639,12850.509898987639,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6688.json,open(S7:150); open(S8:160); open(S9:5),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7066.json,open(131); open(149); open(S7:150),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7066.json,open(119); open(S5:123); open(125),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7066.json,open(131),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7066.json,open(131); open(147); open(S7:150),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7066.json,open(S9:5); open(S9:6); open(S9:7),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2943.json,open(37); open(131); open(S7:150),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2943.json,open(37); open(131); open(S7:149),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5364.json,open(131); open(149); open(S7:150),0,13852.897824683272,13852.897824683272,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5364.json,open(131); open(141); open(S7:150),0,13856.05154761384,13856.05154761384,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5364.json,open(131),0,13853.010361771587,13853.010361771587,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5745.json,open(131); open(149); open(S7:150),0,11819.608127956413,11819.608127956413,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5745.json,open(131); open(141); open(S7:150),0,11836.93526657779,11836.93526657779,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5745.json,open(131),0,11819.710195017971,11819.710195017971,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5745.json,open(131); open(S7:150),0,11819.737817323232,11819.737817323232,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5745.json,open(S6:135); open(S7:150); open(S1:34),0,12371.870751397306,12371.870751397306,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5206.json,open(105); open(128); open(S6:136),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5206.json,open(97); open(105); open(S7:150),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5206.json,open(97); open(99); open(S5:123),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5206.json,open(3); open(131); open(S7:150),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5206.json,open(131); open(149); open(S7:150),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5206.json,open(2); open(128),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5206.json,open(S4:95); open(S9:5); open(S1:34),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5913.json,open(118); open(131); open(S7:150),0,14439.684200568181,14439.684200568181,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5913.json,open(118); open(131); open(S7:149),0,14472.878275313758,14472.878275313758,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5913.json,open(118); open(131); open(149),0,14472.878275313758,14472.878275313758,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5913.json,open(131); open(149); open(S7:150),0,12441.540219596372,12441.540219596372,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8138.json,open(131); open(149); open(S7:150),0,12342.303338192181,12342.303338192181,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8138.json,open(131); open(149),0,12342.267142784976,12342.267142784976,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8138.json,open(131); open(149); open(S6:135),0,12342.253281718862,12342.253281718862,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5685.json,open(105); open(128); open(S6:136),0,12154.589596278138,12154.589596278138,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5685.json,open(105); open(128); open(S6:135),0,12154.135738877721,12154.135738877721,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5685.json,open(S2:15); open(S2:16); open(S2:19),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6366.json,open(105); open(128); open(S6:136),0,13158.890440289098,13158.890440289098,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6366.json,open(S3:70); open(S3:71); open(S3:72),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8483.json,open(131); open(149); open(S7:150),0,12384.860722210184,12384.860722210184,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8483.json,open(131),0,12371.474422353482,12371.474422353482,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8483.json,open(131); open(141); open(S7:150),0,12378.872360631683,12378.872360631683,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8550.json,open(118); open(131); open(S7:149),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8550.json,open(118); open(131); open(S7:151),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8550.json,open(118); open(131); open(S6:135),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8550.json,open(118); open(S1:41); open(128),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8550.json,open(118); open(S2:21); open(131),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8550.json,open(118); open(131); open(149),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8550.json,open(S1:34); open(S1:35); open(S1:40),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6769.json,open(131); open(149); open(S7:150),0,11819.342832984128,11819.342832984128,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6769.json,open(131),0,11819.506404109547,11819.506404109547,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6769.json,open(131); open(S7:186); open(186),0,11328.271098850873,11328.271098850873,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4499.json,open(37); open(131); open(S7:150),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4499.json,open(131); open(149); open(S7:150),0,17068.018230989997,17068.018230989997,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4499.json,open(34); open(15); open(70),0,21732.401042391302,21732.401042391302,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2628.json,open(105); open(128); open(S6:136),0,11929.31018221699,11929.31018221699,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2628.json,open(105); open(128); open(S6:135),0,11928.881004657855,11928.881004657855,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2401.json,open(131); open(149); open(S7:150),0,11818.776033543023,11818.776033543023,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2401.json,open(131); open(149),0,11818.726028376454,11818.726028376454,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2401.json,open(131),0,11818.88401742817,11818.88401742817,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2401.json,open(131); open(149); open(S7:153),0,11818.727701323714,11818.727701323714,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9980.json,open(118); open(131); open(S7:150),0,14182.194181096982,14182.194181096982,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9980.json,open(105); open(128); open(S6:136),0,13514.03559039042,13514.03559039042,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9980.json,open(118); open(131); open(S6:137),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9980.json,open(118); open(131); open(S6:138),0,14181.757690083637,14181.757690083637,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4364.json,open(105); open(128); open(S6:136),0,13531.406908456884,13531.406908456884,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4364.json,open(41); open(128); open(S6:136),0,13599.678604956749,13599.678604956749,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4364.json,open(105); open(128),0,13530.898575181514,13530.898575181514,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3054.json,open(131); open(149); open(S7:150),0,11819.180133723337,11819.180133723337,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3054.json,open(131); open(149),0,11819.088070818778,11819.088070818778,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3054.json,open(131),0,11819.376227464423,11819.376227464423,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3054.json,open(131); open(S7:150),0,11819.436198581741,11819.436198581741,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3054.json,open(118); open(131); open(S7:150),0,14191.308745425615,14191.308745425615,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3054.json,open(S6:135); open(S8:160); open(S1:34),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3054.json,open(S1:34); open(S2:15); open(S3:70),0,14853.326290045696,14853.326290045696,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3054.json,open(S6:135); open(S8:160); open(S9:5),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8120.json,open(131); open(149); open(S7:150),0,15776.683796054038,15776.683796054038,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8120.json,open(131); open(149),0,15776.624462418533,15776.624462418533,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8120.json,open(131),0,15776.77101757722,15776.77101757722,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8120.json,open(S3:70); open(S3:72); open(S4:95),0,18390.317205232812,18390.317205232812,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8120.json,open(S3:70); open(S5:120); open(S1:34),0,19045.456042433303,19045.456042433303,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8120.json,open(S3:70); open(S3:72); open(S5:120),0,18615.78942840972,18615.78942840972,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_1389.json,open(117); open(S7:150); open(131),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_1389.json,open(117); open(S1:41); open(128),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_1389.json,open(2); open(3); open(132),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_1389.json,open(117); open(S5:121); open(131),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9663.json,open(118); open(131); open(S7:150),0,14990.495380539143,14990.495380539143,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9663.json,open(118); open(131); open(S6:135),0,14873.524511140651,14873.524511140651,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9663.json,open(131); open(149); open(S7:150),0,12986.175672453457,12986.175672453457,1,1,DC PF success | AC OK
