xi,plan,J_dc,V_pen,J_ac,feasible_dc,ac_ok,notes
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9002.json,open(118); open(131); open(S6:135),0,21226.52983147182,21226.52983147182,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9002.json,open(S1:34); open(S2:15); open(S3:70),0,19645.5155341307,19645.5155341307,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9002.json,open(S6:136); open(S7:150); open(S1:34),0,23255.719165118117,23255.719165118117,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_564.json,open(131); open(149); open(S7:150),0,17190.614308135046,17190.614308135046,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_564.json,open(131); open(149),0,17038.892365756565,17038.892365756565,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_564.json,open(131); open(S7:149); open(141),0,20986.53391574529,20986.53391574529,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_564.json,open(131),0,17032.18499530705,17032.18499530705,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8133.json,open(131); open(149); open(S7:150),0,15376.199135164643,15376.199135164643,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8133.json,open(131),0,15261.473225210433,15261.473225210433,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8133.json,open(131); open(149),0,15285.3660977767,15285.3660977767,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8133.json,open(131); open(S7:150),0,15374.419729062882,15374.419729062882,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8133.json,open(S3:70); open(S3:71); open(S3:72),0,27089.760801284207,27089.760801284207,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8133.json,open(S1:34); open(S1:35); open(S1:40),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4437.json,open(131); open(149); open(S7:150),0,15368.22258134279,15368.22258134279,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4437.json,open(131); open(149),0,15272.504981147615,15272.504981147615,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4437.json,open(131),0,15284.859679090187,15284.859679090187,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4437.json,open(S4:96); open(S7:150); open(S1:34),0,21513.518462083393,21513.518462083393,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2016.json,open(105); open(128); open(S6:136),0,17026.882730515812,17026.882730515812,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2016.json,open(105); open(128); open(S2:19),0,16057.76866143881,16057.76866143881,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9528.json,open(41); open(128); open(S6:136),0,19423.784630526377,19423.784630526377,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9528.json,open(105); open(128); open(S6:136),0,19491.152044583756,19491.152044583756,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9528.json,open(105); open(128); open(S1:42),0,18441.02669988335,18441.02669988335,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2976.json,open(105); open(128); open(S6:136),0,21905.47943097983,21905.47943097983,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2976.json,open(105); open(128); open(S6:135),0,20889.946866158483,20889.946866158483,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2976.json,open(S2:15); open(S8:160); open(S1:34),0,21391.698720376808,21391.698720376808,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4541.json,open(125); open(131); open(141),0,20322.14592586891,20322.14592586891,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4541.json,open(5); open(135); open(34),0,25497.14698569375,25497.14698569375,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7547.json,open(105); open(128); open(S6:136),0,18679.380036672923,18679.380036672923,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7547.json,open(105); open(128); open(S1:41),0,17543.252360197494,17543.252360197494,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7349.json,open(118); open(131); open(S7:149),0,21039.258286104465,21039.258286104465,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7349.json,open(118); open(131); open(149),0,21039.258286104465,21039.258286104465,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7349.json,open(S1:41); open(128); open(S6:136),0,17800.146169672924,17800.146169672924,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7349.json,open(118); open(131); open(S6:135),0,21396.01973219041,21396.01973219041,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7349.json,open(118); open(131),0,21368.410390353645,21368.410390353645,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6334.json,open(105); open(128); open(S6:136),0,16672.55330396323,16672.55330396323,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6334.json,open(105); open(128),0,15414.276645983182,15414.276645983182,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6334.json,open(S3:70); open(S3:71); open(S3:72),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_1810.json,open(132); open(147); open(S7:150),0,16980.082044526087,16980.082044526087,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_1810.json,open(132),0,16188.494000509445,16188.494000509445,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9170.json,open(131); open(149); open(S7:150),0,21863.491069493906,21863.491069493906,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9170.json,open(131),0,20510.95753960498,20510.95753960498,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9170.json,open(131); open(149),0,21469.616638312364,21469.616638312364,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8534.json,open(S4:105); open(128); open(S6:136),0,22438.95308546388,22438.95308546388,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8534.json,open(118); open(S1:41); open(128),0,28642.549947876763,28642.549947876763,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8534.json,open(118); open(S6:139); open(143),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8534.json,open(118); open(S5:123); open(131),0,27479.73520873136,27479.73520873136,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8534.json,open(S6:139); open(143); open(156),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8534.json,open(118); open(131); open(S6:139),0,27351.80751026742,27351.80751026742,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8534.json,open(S4:99); open(118),0,29348.10362772059,29348.10362772059,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8534.json,open(149),0,20950.177503462186,20950.177503462186,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8534.json,open(34); open(15); open(70),0,24495.893858339263,24495.893858339263,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6051.json,open(131); open(149); open(S7:150),0,17190.614308135046,17190.614308135046,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6051.json,open(131); open(149),0,17038.892365756565,17038.892365756565,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6051.json,open(131); open(S7:150),0,17233.850074108457,17233.850074108457,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6051.json,open(131),0,17032.18499530705,17032.18499530705,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6051.json,open(S1:34); open(S2:15); open(S3:70),0,20392.481036723726,20392.481036723726,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3281.json,open(125); open(131); open(141),0,19389.089173363067,19389.089173363067,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3281.json,open(S6:135); open(S6:136); open(S6:137),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3281.json,open(S6:135); open(S8:160); open(S1:34),0,16952.906809682314,16952.906809682314,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6521.json,open(131); open(149); open(S7:150),0,18887.7825058354,18887.7825058354,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6521.json,open(131); open(149),0,18719.611095147986,18719.611095147986,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6521.json,open(131),0,18561.04739959685,18561.04739959685,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6521.json,open(131); open(186),0,18941.441417646372,18941.441417646372,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6521.json,open(S1:34); open(S1:35); open(S1:40),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6521.json,open(S1:34); open(S1:35); open(S2:15),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_350.json,open(105); open(128); open(S6:136),0,21006.460939026067,21006.460939026067,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_350.json,open(105); open(128); open(132),0,21001.608693581322,21001.608693581322,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4534.json,open(118); open(131); open(S7:149),0,21004.373816188323,21004.373816188323,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4534.json,open(118); open(S1:41); open(128),0,21299.9615940284,21299.9615940284,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4534.json,open(118); open(128),0,21393.37538675198,21393.37538675198,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4534.json,open(118); open(131); open(149),0,21004.373816188323,21004.373816188323,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4534.json,open(118); open(131),0,21335.66904038683,21335.66904038683,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6688.json,open(131); open(149); open(S7:150),0,18429.512996256624,18429.512996256624,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6688.json,open(131),0,17070.153855843346,17070.153855843346,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6688.json,open(131); open(S7:150),0,17385.99487145957,17385.99487145957,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7066.json,open(119); open(S5:123); open(125),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7066.json,open(131); open(149); open(S7:150),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7066.json,open(119); open(S5:124); open(125),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7066.json,open(131); open(149),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7066.json,open(S9:5); open(S5:120); open(S1:34),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2943.json,open(37); open(131); open(S7:150),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2943.json,open(131); open(149); open(S7:150),0,,1000000.0,1,0,DC PF success | AC exception: mp.net_model.ensure_ref_node: must have at least one REF or PV node
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2943.json,open(S7:150); open(S7:151); open(S7:152),0,,1000000.0,1,0,DC PF success | AC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5364.json,open(131); open(149); open(S7:150),0,18850.445003498713,18850.445003498713,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5364.json,open(131); open(149),0,18691.376541806756,18691.376541806756,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5364.json,open(131); open(141); open(S8:165),0,23076.914548428264,23076.914548428264,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5745.json,open(131); open(149); open(S7:150),0,16432.41855563494,16432.41855563494,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5745.json,open(131); open(147); open(S7:150),0,16838.708285952627,16838.708285952627,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5745.json,open(131); open(141); open(S7:150),0,21461.98213577791,21461.98213577791,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5745.json,open(131); open(149),0,16277.223213834262,16277.223213834262,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5745.json,open(131); open(S7:150),0,16485.321965339033,16485.321965339033,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5745.json,open(131),0,16282.149473575582,16282.149473575582,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5745.json,open(S1:34); open(S2:15); open(S3:70),0,19642.50771006963,19642.50771006963,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3684.json,open(37); open(131); open(S7:150),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3684.json,open(S1:34); open(S2:15); open(S4:95),0,,1000000.0,1,0,DC PF success | AC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5206.json,open(105); open(128); open(S6:136),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5206.json,open(3); open(131); open(S7:150),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5206.json,open(4); open(128); open(S6:136),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5206.json,open(2); open(128),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5206.json,open(7); open(117),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5206.json,open(117); open(S7:150); open(131),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5206.json,open(97); open(105); open(S7:150),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5206.json,open(97); open(7); open(S1:41),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5206.json,open(S1:34); open(S2:15); open(S3:70),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5913.json,open(118); open(131); open(S7:150),0,21417.24365577393,21417.24365577393,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5913.json,open(118); open(131); open(149),0,22265.269812717957,22265.269812717957,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5913.json,open(118); open(131); open(S7:149),0,22265.269812717957,22265.269812717957,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5913.json,open(131); open(149); open(S7:150),0,17764.404858898655,17764.404858898655,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5913.json,open(118); open(S1:41); open(128),0,24392.51176802438,24392.51176802438,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5913.json,open(118); open(131),0,21226.52983147182,21226.52983147182,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5913.json,open(118); open(131); open(S6:135),0,21226.52983147182,21226.52983147182,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8138.json,open(131); open(149); open(S7:150),0,16967.849826937312,16967.849826937312,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8138.json,open(131); open(S7:150),0,17015.076740665427,17015.076740665427,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8138.json,open(131); open(141); open(S7:149),0,20614.673664101814,20614.673664101814,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8138.json,open(131),0,16805.703500710013,16805.703500710013,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8138.json,open(131); open(149),0,16808.801062118964,16808.801062118964,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5685.json,open(105); open(128); open(S6:136),0,17825.940206731746,17825.940206731746,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5685.json,open(105); open(128),0,16568.02787464294,16568.02787464294,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5685.json,open(S2:15); open(S2:16); open(S2:19),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6366.json,open(105); open(128); open(S6:136),0,22336.13812392999,22336.13812392999,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6366.json,open(105); open(128); open(S130:131),0,22133.41146869678,22133.41146869678,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8483.json,open(131); open(149); open(S7:150),0,16510.192802786078,16510.192802786078,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8483.json,open(131),0,16226.108828292889,16226.108828292889,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8483.json,open(131); open(149),0,16375.267306634869,16375.267306634869,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8550.json,open(118); open(131); open(S7:149),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8550.json,open(118); open(131); open(S6:135),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8550.json,open(118); open(131),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6769.json,open(131); open(149); open(S7:150),0,16446.774389904516,16446.774389904516,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6769.json,open(131); open(S7:150),0,16454.311464828734,16454.311464828734,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6769.json,open(131),0,16245.970929701421,16245.970929701421,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6769.json,open(131); open(141); open(S7:150),0,20825.3672589507,20825.3672589507,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6882.json,open(37); open(131); open(S7:150),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6882.json,open(S1:34); open(S2:15); open(S3:70),0,,1000000.0,1,0,DC PF success | AC exception: mp.net_model.ensure_ref_node: must have at least one REF or PV node
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6882.json,open(5); open(6); open(7),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6882.json,open(S9:5); open(S1:34); open(S2:15),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4499.json,open(37); open(131); open(S7:150),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4499.json,open(37),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4499.json,open(34); open(15); open(70),0,,1000000.0,1,0,DC PF success | AC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6244.json,open(105); open(128); open(S6:136),0,48929.17833232332,48929.17833232332,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6244.json,open(105); open(128),0,21573.56583088924,21573.56583088924,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6244.json,open(105); open(128); open(S130:131),0,22087.40500862109,22087.40500862109,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6244.json,open(S1:34); open(S2:15); open(S4:95),0,19749.30278066314,19749.30278066314,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2401.json,open(131); open(149); open(S7:150),0,16681.841829317123,16681.841829317123,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2401.json,open(131); open(S7:149),0,16458.70943151166,16458.70943151166,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2401.json,open(131); open(149),0,16458.70943151166,16458.70943151166,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2401.json,open(131),0,16441.95349635266,16441.95349635266,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6570.json,open(105); open(128); open(S6:136),0,17872.9899470646,17872.9899470646,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6570.json,open(105); open(128); open(S130:149),0,19747.892730940996,19747.892730940996,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9980.json,open(118); open(131); open(S7:150),0,21198.55654256755,21198.55654256755,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9980.json,open(118); open(S5:123); open(131),0,21115.041703423172,21115.041703423172,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9980.json,open(118); open(131); open(149),0,20809.397481586126,20809.397481586126,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9980.json,open(105); open(128); open(S6:136),0,25021.551866760652,25021.551866760652,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9980.json,open(118); open(131),0,21084.595671346287,21084.595671346287,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4364.json,open(105); open(128); open(S6:136),0,18333.0568909822,18333.0568909822,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4364.json,open(41); open(128); open(S6:136),0,18548.562420153103,18548.562420153103,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3054.json,open(131); open(149); open(S7:150),0,16886.250878239236,16886.250878239236,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3054.json,open(131); open(149),0,16686.465862486362,16686.465862486362,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3054.json,open(131); open(141); open(S7:150),0,19965.359501830688,19965.359501830688,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3054.json,open(131),0,16245.086147770187,16245.086147770187,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3054.json,open(131); open(S7:150),0,16477.862951563504,16477.862951563504,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3054.json,open(S6:135); open(S8:160); open(S1:34),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8120.json,open(131); open(149); open(S7:150),0,19247.460382833226,19247.460382833226,1,1,DC PF success | AC OK
