xi,chosen,rejected,best_V,worst_V,delta_V,rel_V,best_J_dc,worst_J_dc
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8708.json,open(S6:135),open(S1:34); open(S6:135); open(S9:5),12173.935961463707,1000000.0,987826.0640385363,82.14270250521075,10440.209184896701,12132.49288771394
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3021.json,open(41); open(128); open(S6:136),open(S2:15); open(S2:16); open(S2:17),12212.442310292763,1000000.0,987787.5576897073,81.88370307855543,1870.7956957945528,6647.92987140887
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6051.json,open(131); open(S6:135); open(149),open(S1:34); open(S2:15); open(S3:70),12081.081674570496,14985.764050196536,2904.68237562604,1.240432310108466,2203.0836752918367,2205.532770809893
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3281.json,open(131); open(S6:135); open(149),open(34); open(35); open(40),12081.331909517348,1000000.0,987918.6680904827,82.77233069080958,10848.486853252436,14929.998316585015
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3281.json,open(131); open(S6:135); open(149),open(S1:34); open(S2:15); open(S3:70),12081.331909517348,14986.068648083516,2904.7367385661673,1.2404318298943424,10848.486853252436,10849.042267961602
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6521.json,open(131); open(S6:135); open(149),open(S1:34); open(S2:15); open(S9:5),14449.289660348748,1000000.0,985550.7103396512,69.20755438547033,1998.5028937238412,9065.211404617805
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6521.json,open(131); open(S6:135); open(149),open(S1:34); open(S2:15); open(S3:71),14449.289660348748,18708.487232653875,4259.197572305127,1.2947686476237703,1998.5028937238412,2003.2087205783223
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6521.json,open(131); open(S6:135); open(149),open(34); open(15); open(71),14449.289660348748,18708.487232653875,4259.197572305127,1.2947686476237703,1998.5028937238412,2003.2087205783223
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5275.json,open(41); open(128); open(S6:136),open(S2:15); open(S1:40); open(S3:70),12213.57420705118,15487.40026695636,3273.826059905179,1.268048157272023,1870.795083637484,1873.0175795625062
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5275.json,open(41); open(128); open(S6:136),open(S1:34); open(S2:15); open(S3:70),12213.57420705118,15091.429061102994,2877.854854051813,1.2356275734903515,1870.795083637484,1873.602619256835
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4800.json,open(119); open(S5:123); open(125),open(S5:120); open(S6:135); open(S1:34),12450.989109178643,1000000.0,987549.0108908213,80.31490440087352,1744.9215253049888,6404.810197989397
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4800.json,open(119); open(S5:123); open(125),open(34); open(15); open(70),12450.989109178643,15146.479713387724,2695.4906042090806,1.2164880701905052,1744.9215253049888,1748.1441706789076
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_350.json,open(105); open(128); open(S6:136),open(S1:34); open(S2:15); open(S9:5),16056.05971579392,1000000.0,983943.9402842061,62.281781315021306,1866.6796304739087,8933.351247722583
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_350.json,open(105); open(128); open(S6:136),open(S3:70); open(S4:95); open(S1:34),16056.05971579392,18729.101047816454,2673.0413320225343,1.1664817756870407,1866.6796304739087,1868.9999472183292
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_350.json,open(105); open(128); open(132),open(S1:34); open(S2:15); open(S9:5),16577.146697273776,1000000.0,983422.8533027262,60.32401222367518,1617.5944057695203,8933.351247722583
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_350.json,open(105); open(128); open(132),open(S3:70); open(S4:95); open(S1:34),16577.146697273776,18729.101047816454,2151.9543505426773,1.1298145205469274,1617.5944057695203,1868.9999472183292
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4534.json,open(118); open(131); open(S6:135),open(S1:34); open(S1:35); open(S1:40),12191.070424740708,1000000.0,987808.9295752593,82.02725151768361,1816.4822563433513,5898.584833754576
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6688.json,open(131); open(S6:135); open(149),open(S1:34); open(S1:35); open(S1:40),12414.412203341977,1000000.0,987585.587796658,80.55153829440258,2852.0716020755053,6934.115314928997
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6688.json,open(131); open(S6:135); open(149),open(S7:150); open(S8:160); open(S1:34),12414.412203341977,1000000.0,987585.587796658,80.55153829440258,2852.0716020755053,5025.945900828022
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6688.json,open(131); open(S6:135); open(149),open(34); open(15); open(70),12414.412203341977,15023.750309183968,2609.338105841991,1.2101861983557751,2852.0716020755053,2854.368185302643
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6688.json,open(S1:34); open(S2:15); open(S3:70),open(S1:34); open(S1:35); open(S1:40),15023.750309183968,1000000.0,984976.249690816,66.56127660672738,2854.368185302643,6934.115314928997
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_1903.json,open(105); open(128); open(S6:136),open(S1:34); open(S1:35); open(S1:40),12188.54473279427,1000000.0,987811.4552672057,82.04424908163308,1863.1823396524744,5945.287575192334
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_1903.json,open(105); open(128); open(S6:136),open(34); open(15); open(70),12188.54473279427,15040.457520504717,2851.9127877104474,1.2339830431140106,1863.1823396524744,1866.3394207319195
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_1903.json,open(105); open(128); open(S6:136),open(S1:34); open(S2:15); open(S3:70),12188.54473279427,15040.457520504717,2851.9127877104474,1.2339830431140106,1863.1823396524744,1866.3394207319195
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5364.json,open(131); open(S6:135); open(149),open(S3:70); open(S7:150); open(S1:34),14114.682337638482,17008.41005318381,2893.7277155453266,1.205015433314348,2203.0520703654593,2182.754992696344
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5745.json,open(131); open(S6:135); open(149),open(S1:34); open(S2:15); open(S3:70),12081.250938001296,14986.028127344662,2904.7771893433655,1.2404367895551656,2709.377163106125,2710.949730608901
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5745.json,open(131); open(S6:135); open(149),open(S6:135); open(S7:150); open(S1:34),12081.250938001296,12611.858153188643,530.6072151873468,1.0439198902423534,2709.377163106125,2882.52131750464
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3684.json,open(S1:34); open(S2:15); open(S4:95),open(15); open(34); open(70),18206.556745753012,20449.387495611783,2242.830749858771,1.123188078953037,11197.97710249316,11190.3279882177
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5913.json,open(S5:123); open(131); open(149),open(34); open(15); open(70),12333.434727684535,15006.899288803224,2673.4645611186897,1.216765614781877,2370.6143150518737,2372.5586536368573
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5913.json,open(S5:123); open(131); open(149),open(S1:34); open(S2:15); open(S3:70),12333.434727684535,15006.899288803224,2673.4645611186897,1.216765614781877,2370.6143150518737,2372.5586536368573
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5913.json,open(S5:123); open(131); open(149),open(S6:136); open(S7:150); open(S1:34),12333.434727684535,13058.41063589226,724.9759082077253,1.0587813471441487,2370.6143150518737,7428.681377415118
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4243.json,open(105); open(128); open(S6:136),open(34); open(35); open(40),12185.219194443536,1000000.0,987814.7808055565,82.06664025018117,1828.2257932687578,5910.291452533558
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4243.json,open(105); open(128); open(S6:136),open(S1:34); open(S2:15); open(S3:70),12185.219194443536,15081.017117700498,2895.7979232569614,1.2376484064051507,1828.2257932687578,1831.0607223078778
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4243.json,open(105); open(128); open(S6:136),open(34); open(15); open(70),12185.219194443536,15081.017117700498,2895.7979232569614,1.2376484064051507,1828.2257932687578,1831.0607223078778
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4243.json,open(34); open(15); open(70),open(34); open(35); open(40),15081.017117700498,1000000.0,984918.9828822995,66.30852496190765,1831.0607223078778,5910.291452533558
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5685.json,open(105); open(128); open(S6:136),open(S2:15); open(S2:16); open(S2:19),12414.066401992213,1000000.0,987585.9335980078,80.5537821063628,1870.7597090929235,6647.92987140887
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_1866.json,open(15); open(123); open(S6:135),open(S1:34); open(S1:35); open(S1:40),12088.051657322607,1000000.0,987911.9483426774,82.72631755293895,1721.81376943637,5798.984051069037
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_1866.json,open(15); open(123); open(S6:135),open(S1:34); open(S3:70); open(S9:5),12088.051657322607,15000.966201152905,2912.9145438302985,1.2409746935574797,1721.81376943637,1724.9150777230518
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_1866.json,open(15); open(123); open(S6:135),open(S1:34); open(S3:70); open(S6:135),12088.051657322607,14982.948509622327,2894.89685229972,1.2394841562863501,1721.81376943637,1713.1394911176153
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6366.json,open(105); open(128); open(S6:136),open(S3:70); open(S3:71); open(S3:72),13220.2046024697,1000000.0,986779.7953975303,75.64179451603854,1836.4676688480824,3629.7533578692946
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6366.json,open(105); open(128); open(S6:136),open(5); open(6); open(7),13220.2046024697,1000000.0,986779.7953975303,75.64179451603854,1836.4676688480824,7300.890477646795
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6366.json,open(105); open(128); open(S6:136),open(S3:70); open(S3:71); open(S4:95),13220.2046024697,20984.439841186653,7764.235238716954,1.5873006865012134,1836.4676688480824,1839.571536485645
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8483.json,open(131); open(S6:135); open(149),open(S8:160); open(S1:35); open(S6:135),12611.30848766378,1000000.0,987388.6915123363,79.29391315565606,2004.2153071349326,5685.294012784439
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8483.json,open(131); open(S6:135); open(149),open(35); open(40); open(42),12611.30848766378,1000000.0,987388.6915123363,79.29391315565606,2004.2153071349326,6087.602778168863
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6769.json,open(131); open(S6:135); open(149),open(34); open(15); open(70),12080.458967385355,14985.639391506156,2905.180424120801,1.240485931202131,2277.0765793097034,2280.062086614595
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6769.json,open(131); open(S6:135); open(149),open(S1:34); open(S2:15); open(S3:70),12080.458967385355,14985.639391506156,2905.180424120801,1.240485931202131,2277.0765793097034,2280.062086614595
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6769.json,open(131); open(S6:135); open(149),open(S5:120); open(S7:150); open(S1:34),12080.458967385355,12814.276280175418,733.8173127900627,1.0607441583776918,2277.0765793097034,2250.327351128512
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6882.json,open(S6:135); open(S9:5); open(S1:34),open(5); open(6); open(7),14286.577767847064,1000000.0,985713.4222321529,69.99576919327521,10785.405559377137,11555.720478193205
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6882.json,open(S6:135); open(S9:5); open(S1:34),open(34); open(15); open(70),14286.577767847064,16724.413464528483,2437.835696681419,1.1706381847560399,10785.405559377137,12066.111568320432
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6244.json,open(105); open(128); open(130),open(34); open(15); open(71),14618.35972178423,18870.37389539652,4252.014173612288,1.2908680764830236,1617.704079826205,1821.0710818918901
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6244.json,open(105); open(128); open(130),open(105); open(128); open(S6:136),14618.35972178423,15184.028710840108,565.6689890558773,1.0386957907604997,1617.704079826205,1816.5300214542128
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6244.json,open(105); open(128); open(130),open(S1:34); open(S2:15); open(S4:95),14618.35972178423,15116.748187520745,498.38846573651426,1.0340933234112317,1617.704079826205,1814.2584441247207
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2628.json,open(105); open(128); open(S6:135),open(34); open(35); open(40),12188.160967768668,1000000.0,987811.8390322314,82.04683238467877,1863.1823396524744,5945.287575192334
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2628.json,open(105); open(128); open(S6:135),open(S1:34); open(S2:15); open(S3:70),12188.160967768668,15040.457520504717,2852.2965527360484,1.2340218971737316,1863.1823396524744,1866.3394207319195
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2628.json,open(105); open(128); open(S6:135),open(34); open(15); open(70),12188.160967768668,15040.457520504717,2852.2965527360484,1.2340218971737316,1863.1823396524744,1866.3394207319195
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2401.json,open(131); open(S6:135); open(149),open(34); open(35); open(40),12080.432639317727,1000000.0,987919.5673606823,82.77849228224972,2294.752716781626,6376.826730433438
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6570.json,open(105); open(128); open(S6:136),open(34); open(35); open(40),12201.59728259789,1000000.0,987798.4027174021,81.95648297835692,1863.2536754719256,5945.356952970693
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6570.json,open(105); open(128); open(S6:136),open(S1:34); open(S1:35); open(S1:40),12201.59728259789,1000000.0,987798.4027174021,81.95648297835692,1863.2536754719256,5945.356952970693
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6570.json,open(105); open(128); open(S6:136),open(S2:15); open(S4:95); open(S1:34),12201.59728259789,12669.516941838023,467.9196592401331,1.0383490495877525,1863.2536754719256,1861.034844381268
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9980.json,open(S5:124); open(131); open(186),open(34); open(15); open(70),11742.396961032231,14943.74610171889,3201.3491406866597,1.2726316570041456,1725.6042842504182,1728.1298024524244
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9980.json,open(S5:124); open(131); open(186),open(S1:34); open(S2:15); open(S3:70),11742.396961032231,14943.74610171889,3201.3491406866597,1.2726316570041456,1725.6042842504182,1728.1298024524244
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9980.json,open(S5:124); open(131); open(186),open(S5:120); open(131); open(149),11742.396961032231,12274.456749634419,532.0597886021878,1.0453110033980164,1725.6042842504182,1725.6042842504182
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4364.json,open(105); open(128); open(S6:136),open(S1:34); open(S1:35); open(S1:40),13751.270738283953,1000000.0,986248.729261716,72.72055208803138,1871.2736881742353,5953.4630123424695
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4364.json,open(105); open(128); open(S6:136),open(34); open(35); open(40),13751.270738283953,1000000.0,986248.729261716,72.72055208803138,1871.2736881742353,5953.4630123424695
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3054.json,open(S5:124); open(131); open(186),open(S6:135); open(S8:160); open(S1:34),11752.618160266285,1000000.0,988247.3818397337,85.0874236160279,1879.9429418412808,9974.293945670915
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3054.json,open(S5:124); open(131); open(186),open(35); open(16); open(70),11752.618160266285,16564.711751138748,4812.093590872462,1.409448645846538,1879.9429418412808,1882.2602986358047
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3054.json,open(S5:124); open(131); open(186),open(S1:34); open(S2:15); open(S3:70),11752.618160266285,14985.777369528527,3233.1592092622413,1.275101187256558,1879.9429418412808,1882.5098989462026
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3388.json,open(105); open(128); open(S6:136),open(34); open(15); open(70),12329.084924670984,15211.720802364043,2882.6358776930592,1.2338077720532845,1861.289262158877,1863.857567598588
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3388.json,open(105); open(128); open(S6:136),open(S1:34); open(S2:15); open(S3:70),12329.084924670984,15211.720802364043,2882.6358776930592,1.2338077720532845,1861.289262158877,1863.857567598588
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3388.json,open(105); open(128); open(S6:136),open(S5:121); open(S8:160); open(S1:34),12329.084924670984,13264.52528752267,935.4403628516866,1.075872651422802,1861.289262158877,2120.592648913013
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8120.json,open(131); open(S6:135); open(149),open(S3:70); open(S5:120); open(S1:34),15956.317067323334,18906.867928940228,2950.5508616168936,1.184914278725338,1964.8496338080186,1961.8102407822687
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9663.json,open(131); open(S6:135); open(149),open(34); open(15); open(70),12805.83925410134,15439.446896245025,2633.6076421436846,1.205656778121763,3024.2656020755053,3026.562185302643
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8642.json,open(S1:42); open(S2:21); open(S3:73),open(34); open(35); open(40),12160.11214006961,1000000.0,987839.8878599304,82.23608372038217,1872.7871276869814,5952.904370356527
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8642.json,open(S1:42); open(S2:21); open(S3:73),open(S1:34); open(S1:35); open(S1:40),12160.11214006961,1000000.0,987839.8878599304,82.23608372038217,1872.7871276869814,5952.904370356527
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8642.json,open(S1:42); open(S2:21); open(S3:73),open(S1:34); open(S2:16); open(70),12160.11214006961,17041.077025912575,4880.964885842965,1.4013914369884277,1872.7871276869814,1870.7129661554222
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8778.json,open(118); open(131); open(S6:135),open(34); open(35); open(40),12230.543734276302,1000000.0,987769.4562657237,81.762513730071,1817.280434935282,5900.429792262136
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7033.json,open(105); open(128); open(S6:136),open(34); open(35); open(40),12108.49617694906,1000000.0,987891.503823051,82.58663878539267,1863.2535125256197,5945.356798742884
