xi,chosen,rejected,best_V,worst_V,delta_V,rel_V
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4541.json,open(125); open(131); open(141),open(5); open(135); open(34),20322.14592586891,25497.14698569375,5175.001059824841,1.2546483564630526
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7547.json,open(105); open(128); open(S1:41),open(105); open(128); open(S6:136),17543.252360197494,18679.380036672923,1136.1276764754293,1.0647615193094468
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7349.json,open(S1:41); open(128); open(S6:136),open(118); open(131); open(S6:135),17800.146169672924,21396.01973219041,3595.873562517485,1.2020137097887416
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7349.json,open(S1:41); open(128); open(S6:136),open(118); open(131),17800.146169672924,21368.410390353645,3568.2642206807213,1.200462635905775
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7349.json,open(S1:41); open(128); open(S6:136),open(118); open(131); open(149),17800.146169672924,21039.258286104465,3239.112116431541,1.1819710965042631
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7349.json,open(S1:41); open(128); open(S6:136),open(118); open(131); open(S7:149),17800.146169672924,21039.258286104465,3239.112116431541,1.1819710965042631
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6334.json,open(105); open(128),open(105); open(128); open(S6:136),15414.276645983182,16672.55330396323,1258.2766579800464,1.0816306004413085
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_1810.json,open(132),open(132); open(147); open(S7:150),16188.494000509445,16980.082044526087,791.588044016642,1.048898189293688
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9170.json,open(131),open(131); open(149); open(S7:150),20510.95753960498,21863.491069493906,1352.5335298889258,1.0659419984307068
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9170.json,open(131),open(131); open(149),20510.95753960498,21469.616638312364,958.6590987073832,1.0467388758840874
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9170.json,open(131); open(149),open(131); open(149); open(S7:150),21469.616638312364,21863.491069493906,393.8744311815426,1.0183456667073727
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8534.json,open(149),open(S4:99); open(118),20950.177503462186,29348.10362772059,8397.926124258403,1.4008522659471776
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8534.json,open(149),open(118); open(S1:41); open(128),20950.177503462186,28642.549947876763,7692.372444414577,1.3671745713440064
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8534.json,open(149),open(118); open(S5:123); open(131),20950.177503462186,27479.73520873136,6529.557705269173,1.3116707581207898
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8534.json,open(149),open(118); open(131); open(S6:139),20950.177503462186,27351.80751026742,6401.630006805233,1.3055644758020457
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6051.json,open(131),open(S1:34); open(S2:15); open(S3:70),17032.18499530705,20392.481036723726,3360.2960414166773,1.1972909548799848
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6051.json,open(131),open(131); open(S7:150),17032.18499530705,17233.850074108457,201.66507880140853,1.0118402353460214
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6051.json,open(131),open(131); open(149); open(S7:150),17032.18499530705,17190.614308135046,158.4293128279969,1.0093017609233137
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6051.json,open(131),open(131); open(149),17032.18499530705,17038.892365756565,6.70737044951602,1.0003938056362918
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3281.json,open(S6:135); open(S8:160); open(S1:34),open(125); open(131); open(141),16952.906809682314,19389.089173363067,2436.182363680753,1.1437029290038554
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6521.json,open(131),open(131); open(186),18561.04739959685,18941.441417646372,380.39401804952286,1.0204942107985666
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6521.json,open(131),open(131); open(149); open(S7:150),18561.04739959685,18887.7825058354,326.73510623854963,1.0176032687813537
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6521.json,open(131),open(131); open(149),18561.04739959685,18719.611095147986,158.56369555113633,1.0085428204636007
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6521.json,open(131); open(149),open(131); open(186),18719.611095147986,18941.441417646372,221.83032249838652,1.0118501565748812
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_350.json,open(105); open(128); open(132),open(105); open(128); open(S6:136),21001.608693581322,21006.460939026067,4.852245444744767,1.0002310416080757
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4534.json,open(118); open(131); open(S7:149),open(118); open(128),21004.373816188323,21393.37538675198,389.0015705636579,1.0185200270176038
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4534.json,open(118); open(131); open(S7:149),open(118); open(131),21004.373816188323,21335.66904038683,331.29522419850764,1.0157726779716316
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4534.json,open(118); open(131); open(S7:149),open(118); open(S1:41); open(128),21004.373816188323,21299.9615940284,295.58777784007543,1.014072677454077
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4534.json,open(118); open(131); open(S7:149),open(118); open(131); open(149),21004.373816188323,21004.373816188323,0.0,1.0
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6688.json,open(131),open(131); open(149); open(S7:150),17070.153855843346,18429.512996256624,1359.3591404132785,1.079633678283922
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6688.json,open(131),open(131); open(S7:150),17070.153855843346,17385.99487145957,315.84101561622447,1.0185025289334524
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6688.json,open(131); open(S7:150),open(131); open(149); open(S7:150),17385.99487145957,18429.512996256624,1043.518124797054,1.0600206161633043
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5364.json,open(131); open(149),open(131); open(141); open(S8:165),18691.376541806756,23076.914548428264,4385.5380066215075,1.23462894756908
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5364.json,open(131); open(149),open(131); open(149); open(S7:150),18691.376541806756,18850.445003498713,159.06846169195705,1.008510259334628
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5364.json,open(131); open(149); open(S7:150),open(131); open(141); open(S8:165),18850.445003498713,23076.914548428264,4226.4695449295505,1.2242105979007447
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5745.json,open(131); open(149),open(131); open(141); open(S7:150),16277.223213834262,21461.98213577791,5184.758921943649,1.318528464826669
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5745.json,open(131); open(149),open(S1:34); open(S2:15); open(S3:70),16277.223213834262,19642.50771006963,3365.2844962353665,1.2067480707259184
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5745.json,open(131); open(149),open(131); open(147); open(S7:150),16277.223213834262,16838.708285952627,561.4850721183648,1.0344951386819559
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5745.json,open(131); open(149),open(131); open(S7:150),16277.223213834262,16485.321965339033,208.09875150477092,1.012784659199605
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5913.json,open(131); open(149); open(S7:150),open(118); open(S1:41); open(128),17764.404858898655,24392.51176802438,6628.106909125723,1.373111678199877
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5913.json,open(131); open(149); open(S7:150),open(118); open(131); open(S7:149),17764.404858898655,22265.269812717957,4500.864953819302,1.2533642409959318
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5913.json,open(131); open(149); open(S7:150),open(118); open(131); open(149),17764.404858898655,22265.269812717957,4500.864953819302,1.2533642409959318
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5913.json,open(131); open(149); open(S7:150),open(118); open(131); open(S7:150),17764.404858898655,21417.24365577393,3652.838796875276,1.205626860336133
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8138.json,open(131),open(131); open(141); open(S7:149),16805.703500710013,20614.673664101814,3808.970163391801,1.226647469011391
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8138.json,open(131),open(131); open(S7:150),16805.703500710013,17015.076740665427,209.37323995541374,1.0124584632798364
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8138.json,open(131),open(131); open(149); open(S7:150),16805.703500710013,16967.849826937312,162.14632622729914,1.0096482914993978
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8138.json,open(131),open(131); open(149),16805.703500710013,16808.801062118964,3.097561408951151,1.0001843160810746
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5685.json,open(105); open(128),open(105); open(128); open(S6:136),16568.02787464294,17825.940206731746,1257.9123320888066,1.075924083518354
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6366.json,open(105); open(128); open(S130:131),open(105); open(128); open(S6:136),22133.41146869678,22336.13812392999,202.7266552332112,1.0091593044985372
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8483.json,open(131),open(131); open(149); open(S7:150),16226.108828292889,16510.192802786078,284.0839744931891,1.0175078312058305
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8483.json,open(131),open(131); open(149),16226.108828292889,16375.267306634869,149.1584783419803,1.0091924983321878
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8483.json,open(131); open(149),open(131); open(149); open(S7:150),16375.267306634869,16510.192802786078,134.9254961512088,1.0082395904521535
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6769.json,open(131),open(131); open(141); open(S7:150),16245.970929701421,20825.3672589507,4579.396329249279,1.2818788947158015
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6769.json,open(131),open(131); open(S7:150),16245.970929701421,16454.311464828734,208.34053512731225,1.0128241356597787
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6769.json,open(131),open(131); open(149); open(S7:150),16245.970929701421,16446.774389904516,200.8034602030948,1.012360200635099
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6769.json,open(131); open(149); open(S7:150),open(131); open(141); open(S7:150),16446.774389904516,20825.3672589507,4378.592869046184,1.2662280618218904
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6244.json,open(S1:34); open(S2:15); open(S4:95),open(105); open(128); open(S6:136),19749.30278066314,48929.17833232332,29179.875551660178,2.477514212817207
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6244.json,open(S1:34); open(S2:15); open(S4:95),open(105); open(128); open(S130:131),19749.30278066314,22087.40500862109,2338.1022279579483,1.1183891023356642
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6244.json,open(S1:34); open(S2:15); open(S4:95),open(105); open(128),19749.30278066314,21573.56583088924,1824.2630502261018,1.092371010282564
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6244.json,open(105); open(128),open(105); open(128); open(S6:136),21573.56583088924,48929.17833232332,27355.612501434076,2.2680153441424156
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2401.json,open(131),open(131); open(149); open(S7:150),16441.95349635266,16681.841829317123,239.8883329644632,1.0145900140769573
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2401.json,open(131),open(131); open(149),16441.95349635266,16458.70943151166,16.75593515899891,1.0010190963721382
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2401.json,open(131),open(131); open(S7:149),16441.95349635266,16458.70943151166,16.75593515899891,1.0010190963721382
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2401.json,open(131); open(S7:149),open(131); open(149); open(S7:150),16458.70943151166,16681.841829317123,223.13239780546428,1.013557101711648
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6570.json,open(105); open(128); open(S6:136),open(105); open(128); open(S130:149),17872.9899470646,19747.892730940996,1874.902783876394,1.1049014624542057
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9980.json,open(118); open(131); open(149),open(105); open(128); open(S6:136),20809.397481586126,25021.551866760652,4212.154385174526,1.2024159704240254
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9980.json,open(118); open(131); open(149),open(118); open(131); open(S7:150),20809.397481586126,21198.55654256755,389.15906098142295,1.0187011210356178
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9980.json,open(118); open(131); open(149),open(118); open(S5:123); open(131),20809.397481586126,21115.041703423172,305.64422183704664,1.0146877977657693
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9980.json,open(118); open(131); open(149),open(118); open(131),20809.397481586126,21084.595671346287,275.19818976016177,1.0132247072508314
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4364.json,open(105); open(128); open(S6:136),open(41); open(128); open(S6:136),18333.0568909822,18548.562420153103,215.50552917090317,1.0117550242958613
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3054.json,open(131),open(131); open(141); open(S7:150),16245.086147770187,19965.359501830688,3720.2733540605004,1.2290091489955655
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3054.json,open(131),open(131); open(149); open(S7:150),16245.086147770187,16886.250878239236,641.1647304690487,1.0394682259384052
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3054.json,open(131),open(131); open(149),16245.086147770187,16686.465862486362,441.37971471617493,1.027170044572325
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3054.json,open(131),open(131); open(S7:150),16245.086147770187,16477.862951563504,232.7768037933165,1.0143290593645309
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8120.json,open(131),open(S3:70); open(S5:120); open(S1:34),19132.087188756057,23441.909212043563,4309.822023287506,1.225266693631858
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8120.json,open(131),open(S3:73); open(S5:120); open(S1:34),19132.087188756057,22351.00124039743,3218.9140516413718,1.1682468838806637
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8120.json,open(131),open(131); open(S7:150); open(186),19132.087188756057,19463.708369567215,331.6211808111584,1.0173332463697977
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8120.json,open(131),open(131); open(149); open(S7:150),19132.087188756057,19247.460382833226,115.37319407716859,1.0060303506323645
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9663.json,open(130); open(S7:150),open(131); open(141); open(S7:150),16583.252456455994,23783.479708847877,7200.227252391884,1.4341866754605654
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9663.json,open(130); open(S7:150),open(118); open(131); open(149),16583.252456455994,22792.44747655714,6209.195020101146,1.3744256463805962
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9663.json,open(130); open(S7:150),open(118); open(131); open(S7:150),16583.252456455994,22036.64297033294,5453.390513876948,1.3288492729756338
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9663.json,open(130); open(S7:150),open(131); open(149); open(S7:150),16583.252456455994,18322.936949377003,1739.6844929210092,1.1049061091899217
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8778.json,open(149),open(118); open(S1:41); open(128),15389.680096156175,20763.14140601391,5373.461309857736,1.349160039473455
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8778.json,open(149),open(118); open(S6:135); open(149),15389.680096156175,20600.173865448072,5210.4937692918975,1.3385706354346705
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8778.json,open(149),open(118); open(131); open(S7:149),15389.680096156175,20373.37024584969,4983.690149693513,1.323833251799579
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8778.json,open(118); open(131); open(S7:149),open(118); open(S1:41); open(128),20373.37024584969,20763.14140601391,389.77116016422224,1.0191314031729053
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7033.json,open(105); open(128); open(S6:136),open(S4:95); open(S4:96); open(S4:97),17820.33087729668,32767.681487717826,14947.350610421145,1.8387807562801346
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_1204.json,open(131),open(131); open(149); open(S7:150),15360.191267516879,15517.492916852349,157.30164933546985,1.0102408652728254
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_1204.json,open(131),open(131); open(S7:150),15360.191267516879,15480.25279986337,120.06153234649173,1.0078164086797794
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_1204.json,open(131),open(131); open(149),15360.191267516879,15420.254474147901,60.063206631022695,1.0039103163225604
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_1204.json,open(131); open(149),open(131); open(149); open(S7:150),15420.254474147901,15517.492916852349,97.23844270444715,1.0063058909220641
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_712.json,open(S6:136),open(105); open(128); open(S6:136),21222.75189865312,22608.600418233273,1385.8485195801513,1.065300132904447
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5940.json,open(131); open(149); open(S8:166),open(131); open(141); open(S7:150),19370.732882765402,24365.948188218696,4995.215305453294,1.2578743579649305
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5940.json,open(131); open(149); open(S8:166),open(131); open(149); open(S7:150),19370.732882765402,20737.036173791104,1366.3032910257025,1.0705344139168496
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5940.json,open(131); open(149); open(S8:166),open(131); open(S7:150),19370.732882765402,20602.24507446446,1231.5121916990574,1.0635759214249845
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5940.json,open(131); open(149); open(S8:166),open(131),19370.732882765402,20324.02255686626,953.289674100859,1.049212886258373
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9315.json,open(105); open(128); open(132),open(105); open(128); open(S6:136),20848.391595364697,50593.24571629515,29744.85412093045,2.4267217681935587
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5153.json,open(131),open(131); open(141); open(S7:150),15127.993824607413,18141.19178523248,3013.197960625068,1.1991802743681557
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5153.json,open(131),open(131); open(147); open(S7:150),15127.993824607413,16355.871130698144,1227.8773060907315,1.0811659047674549
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5153.json,open(131),open(131); open(149); open(S7:150),15127.993824607413,15242.671113124592,114.67728851717948,1.007580469019669
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5153.json,open(131),open(131); open(S7:150),15127.993824607413,15241.030281314106,113.03645670669357,1.0074720057409612
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9937.json,open(131),open(131); open(149); open(S7:150),15994.564940736782,16109.184752641946,114.61981190516417,1.007166172529847
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9937.json,open(131),open(131); open(S7:150),15994.564940736782,16107.598720373118,113.03377963633648,1.0070670118290275
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9937.json,open(131),open(131); open(149),15994.564940736782,16018.444787187893,23.879846451111007,1.0014929975613336
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9937.json,open(131); open(149),open(131); open(149); open(S7:150),16018.444787187893,16109.184752641946,90.73996545405316,1.0056647175590123
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6675.json,open(105); open(128); open(S6:135),open(105); open(128); open(S6:136),19897.800176163713,20901.06687883909,1003.266702675377,1.0504209859277422
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6675.json,open(105); open(128); open(S6:135),open(105); open(128); open(132),19897.800176163713,20896.004721155172,998.2045449914585,1.0501665780213856
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6675.json,open(105); open(128); open(132),open(105); open(128); open(S6:136),20896.004721155172,20901.06687883909,5.062157683918485,1.0002422548114565
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3144.json,open(41); open(128); open(S6:136),open(34); open(15); open(70),18288.507784008565,19609.437850798982,1320.9300667904172,1.072227328899159
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5238.json,open(105); open(128); open(S6:135),open(105); open(128); open(S6:136),22234.74753614747,23238.14382467816,1003.3962885306901,1.0451273974170137
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4724.json,open(131),open(131); open(149); open(S7:150),16955.562388691014,18154.674799101926,1199.1124104109113,1.0707208869232607
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4724.json,open(131),open(131); open(149),16955.562388691014,17741.85365545516,786.2912667641467,1.0463736471099647
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4724.json,open(131),open(131); open(S7:150),16955.562388691014,17325.457872448977,369.8954837579622,1.021815583304077
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4724.json,open(131); open(S7:150),open(131); open(149); open(S7:150),17325.457872448977,18154.674799101926,829.216926652949,1.047861183973185
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2377.json,open(131),open(105); open(128); open(S2:21),19911.175176433073,25911.625786530894,6000.4506100978215,1.3013609471529322
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2377.json,open(131),open(S2:15); open(S2:16); open(S2:17),19911.175176433073,24139.864415289918,4228.689238856845,1.2123776824515076
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2377.json,open(131),open(105); open(128); open(S6:136),19911.175176433073,21675.621929283727,1764.4467528506539,1.0886159022366022
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2377.json,open(131),open(41); open(128); open(S6:136),19911.175176433073,21617.78497271424,1706.6097962811655,1.0857111537194004
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7321.json,open(131); open(149),open(131); open(149); open(S7:150),16196.043081890404,16364.134920682876,168.09183879247212,1.0103785744420761
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3673.json,open(118); open(131); open(S7:149),open(118); open(131),20448.87407443054,20780.68924283375,331.8151684032091,1.0162265740008696
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3673.json,open(118); open(131); open(S7:149),open(118); open(131); open(149),20448.87407443054,20448.87407443054,0.0,1.0
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3673.json,open(118); open(131); open(149),open(118); open(131),20448.87407443054,20780.68924283375,331.8151684032091,1.0162265740008696
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3673.json,open(118); open(131); open(149),open(118); open(131); open(S7:149),20448.87407443054,20448.87407443054,0.0,1.0
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6309.json,open(131),open(131); open(149); open(S7:150),16805.703500710013,16967.849826937312,162.14632622729914,1.0096482914993978
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9412.json,open(125); open(131); open(S7:150),open(S4:96); open(S4:97); open(S4:98),15726.578710429598,32254.21088858937,16527.632178159773,2.050936283248875
