xi,plan,J_dc,V_pen,J_ac,feasible_dc,ac_ok,notes
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_1903.json,open(S1:34); open(S2:15); open(S3:70),0,14912.090574174874,14912.090574174874,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7066.json,open(119); open(S5:123); open(125),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7066.json,open(131); open(149); open(S7:150),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7066.json,open(131),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2943.json,open(37); open(131); open(S7:150),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2943.json,open(37); open(131); open(S7:149),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2943.json,open(132); open(147); open(S7:150),0,17810.111448447453,17810.111448447453,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2943.json,open(S7:150); open(S7:151); open(S7:152),0,17169.0453928311,17169.0453928311,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2943.json,open(S7:150); open(S7:151); open(S9:5),0,17605.134183003687,17605.134183003687,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2943.json,open(S7:150); open(S9:5); open(S1:34),0,18098.431015303286,18098.431015303286,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5364.json,open(131); open(149); open(S7:150),0,13852.897824683272,13852.897824683272,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5364.json,open(131); open(149),0,13852.849717968737,13852.849717968737,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5364.json,open(131),0,13853.010361771587,13853.010361771587,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5364.json,open(131); open(S7:150),0,13853.04462416965,13853.04462416965,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5745.json,open(131); open(149); open(S7:150),0,11819.608127956413,11819.608127956413,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5745.json,open(131); open(141); open(S6:138),0,16555.57375037349,16555.57375037349,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5745.json,open(131),0,11819.710195017971,11819.710195017971,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5745.json,open(131); open(141); open(S7:150),0,11836.93526657779,11836.93526657779,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5745.json,open(131); open(149),0,11819.568995007981,11819.568995007981,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5745.json,open(S6:135); open(S7:150); open(S1:34),0,12371.870751397306,12371.870751397306,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3684.json,open(37); open(131); open(S7:150),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3684.json,open(S1:34); open(S2:15); open(S4:95),0,23191.422721476447,23191.422721476447,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5206.json,open(105); open(128); open(S6:136),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5206.json,open(5); open(6); open(7),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5206.json,open(3); open(131); open(S7:150),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5206.json,open(2); open(128),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5206.json,open(S7:150),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5206.json,open(77); open(131); open(S7:150),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5206.json,open(117); open(S7:150); open(155),1000000000.0,,,0,0,DC PF failed
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5913.json,open(118); open(131); open(149),0,14472.878275313758,14472.878275313758,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5913.json,open(118); open(131); open(S7:150),0,14439.684200568181,14439.684200568181,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5913.json,open(118); open(S1:41); open(128),0,14914.832075093676,14914.832075093676,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5913.json,open(S5:123); open(131); open(S7:150),0,12154.589543844782,12154.589543844782,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8138.json,open(131); open(149); open(S7:150),0,12342.303338192181,12342.303338192181,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8138.json,open(131); open(147); open(S7:150),0,12874.060848006551,12874.060848006551,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8138.json,open(131),0,12342.303504679201,12342.303504679201,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8138.json,open(131); open(S7:150),0,12342.34287539154,12342.34287539154,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8138.json,open(131); open(S7:149),0,12342.267142784976,12342.267142784976,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8138.json,open(131); open(186); open(S7:150),0,11850.117908707967,11850.117908707967,1,1,DC PF success | AC OK
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8138.json,open(34); open(35); open(40),1000000000.0,,,0,0,DC PF failed
